PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
17,7121|712|71|7,1.712117.130,תשלומים מיוחדים,,,,12500000,12489964
19,7121|712|71|7,1.712119.181,מיסים וביטוח לאומי,,,,3278000,3323995
11,7121|712|71|7,1.712111.182,קופות גמל והשתלמות,,,,2967000,2665210
12,7121|712|71|7,1.712112.531,אחזקת רכב,,,,565000,567861
13,7121|712|71|7,1.712113.532,ביטוח רכב,,,,135000,124322
15,7121|712|71|7,1.712115.534,דלק ושמן,,,,1000000,1163083
28,7121|712|71|7,1.712128.110,משכורת כוללת,,,,880000,707234
25,7121|712|71|7,1.712125.124,החזר הוצאות,,,,61000,52278
27,7121|712|71|7,1.712127.126,הבראה,,,,81000,70904
28,7121|712|71|7,1.712128.127,השתתפות באחזקת רכב014,,,,203000,181385
23,7121|712|71|7,1.712123.130,תשלומים מיוחדים,,,,612000,684502
25,7121|712|71|7,1.712125.181,מיסים וביטוח לאומי,,,,230000,217027
26,7121|712|71|7,1.712126.182,קופות גמל והשתלמות,,,,203000,188563
34,7121|712|71|7,1.712134.110,משכורת כוללת,,,,725000,686928
31,7121|712|71|7,1.712131.124,החזר הוצאות,,,,38000,33581
33,7121|712|71|7,1.712133.126,הבראה,,,,66000,53675
34,7121|712|71|7,1.712134.127,השתתפות באחזקת רכב 09,,,,173000,153603
38,7121|712|71|7,1.712138.130,תשלומים מיוחדים,,,,632000,657000
31,7121|712|71|7,1.712131.181,מיסים וביטוח לאומי,,,,206000,210405
32,7121|712|71|7,1.712132.182,קופות גמל והשתלמות,,,,210000,203638
25,7122|712|71|7,1.712225.110,משכורת כוללת,,,,660000,651105
22,7122|712|71|7,1.712222.124,החזר הוצאות,,,,37000,31640
24,7122|712|71|7,1.712224.126,הבראה,,,,67000,65623
25,7122|712|71|7,1.712225.127,השתתפות באחזקת רכב0 10,,,,173000,174394
29,7122|712|71|7,1.712229.130,תשלומים מיוחדים,,,,734000,710850
22,7122|712|71|7,1.712222.181,מיסים וביטוח לאומי,,,,209000,208951
23,7122|712|71|7,1.712223.182,קופות גמל והשתלמות,,,,210000,213095
31,7122|712|71|7,1.712231.751,ניקוי רחובות במועדים מיוחדים,,,,5190000,5376795
32,7122|712|71|7,1.712232.752,ניקוי הטיילת בחוף הים,,,,4590000,4837879
33,7122|712|71|7,1.712233.753,ניקוי מתחם נוריאל,,,,300000,636604
34,7122|712|71|7,1.712234.754,ניקוי ככר דיזנגוף,,,,1730000,1372295
35,7122|712|71|7,1.712235.755,ניקוי ו/או שטיפה ע י קבלנים,,,,46310000,50280391
36,7122|712|71|7,1.712236.756,איסוף נייר וקרטון,,,,720000,535
39,7122|712|71|7,1.712239.759,איסוף פלסטיק,,,,20000,0
37,7122|712|71|7,1.712237.781,השתתפות בניקיון בתחנות האגף,,,,70000,91580
39,7122|712|71|7,1.712239.783,ניקוי מתחם שוק הכרמל בשבת,,,,500000,659277
46,7122|712|71|7,1.712246.110,משכורת כוללת,,,,430000,314957
43,7122|712|71|7,1.712243.124,החזר הוצאות,,,,17000,17100
45,7122|712|71|7,1.712245.126,הבראה,,,,42000,33291
46,7122|712|71|7,1.712246.127,השתתפות באחזקת רכב 0 5,,,,76000,38026
41,7122|712|71|7,1.712241.130,תשלומים מיוחדים,,,,306000,243180
43,7122|712|71|7,1.712243.181,מיסים וביטוח לאומי,,,,109000,82473
44,7122|712|71|7,1.712244.182,קופות גמל והשתלמות,,,,90000,67522
57,7122|712|71|7,1.712257.431,מים,,,,384000,459610
52,7122|712|71|7,1.712252.435,חשמל ואנרגיה,,,,66000,34712
55,7122|712|71|7,1.712255.721,חומרי ניקיון,,,,100000,99864
52,7122|712|71|7,1.712252.751,נקיון בש צ,,,,550000,487199
53,7122|712|71|7,1.712253.752,אחזקת בש צ,,,,150000,82995
16,7123|712|71|7,1.712316.110,משכורת כוללת,,,,1070000,888950
13,7123|712|71|7,1.712313.124,החזר הוצאות,,,,65000,59681
15,7123|712|71|7,1.712315.126,הבראה,,,,70000,62883
16,7123|712|71|7,1.712316.127,השתתפות באחזקת רכב 0 10,,,,305000,264877
11,7123|712|71|7,1.712311.130,תשלומים מיוחדים,,,,1225000,1099215
13,7123|712|71|7,1.712313.181,מיסים וביטוח לאומי,,,,343000,317153
14,7123|712|71|7,1.712314.182,קופות גמל והשתלמות,,,,322000,293447
18,7123|712|71|7,1.712318.753,החזקת ציוד כיבוי אש,,,,5000,5000
19,7123|712|71|7,1.712319.754,החזקת מתחם הסוללים,,,,105000,85521
11,7123|712|71|7,1.712311.755,החזקת מתחם יגאל אלון 62,,,,,0
22,7123|712|71|7,1.712322.110,משכורת כוללת,,,,26000000,24848074
28,7123|712|71|7,1.712328.124,החזר הוצאות,,,,1495000,1420477
21,7123|712|71|7,1.712321.126,הבראה,,,,2585000,2711114
22,7123|712|71|7,1.712322.127,השתתפות באחזקת רכב 0 336,,,,6100000,5892233
26,7123|712|71|7,1.712326.130,תשלומים  מיוחדים,,,,34500000,34448505
28,7123|712|71|7,1.712328.181,מיסים וביטוח לאומי,,,,8902000,8873218
29,7123|712|71|7,1.712329.182,קופות גמל והשתלמות,,,,8468000,7922700
22,7123|712|71|7,1.712322.751,עבודת קבלנים בשכונות,,,,4480000,3753353
37,7123|712|71|7,1.712337.110,משכורת כוללת,,,,9860000,9458357
34,7123|712|71|7,1.712334.124,החזר הוצאות,,,,530000,498797
36,7123|712|71|7,1.712336.126,הבראה,,,,960000,917757
37,7123|712|71|7,1.712337.127,השתתפות באחזקת רכב0138,,,,2760000,2604646
32,7123|712|71|7,1.712332.130,תשלומים מיוחדים,,,,17100000,17942883
34,7123|712|71|7,1.712334.181,מיסים וביטוח לאומי,,,,3935000,4084962
35,7123|712|71|7,1.712335.182,קופות גמל והשתלמות,,,,3475000,3471388
58,7123|712|71|7,1.712358.110,משכורת כוללת,,,,580000,464768
55,7123|712|71|7,1.712355.124,החזר הוצאות,,,,30000,24697
57,7123|712|71|7,1.712357.126,הבראה,,,,60000,52754
58,7123|712|71|7,1.712358.127,השתתפות באחזקת רכב08,,,,160000,132982
53,7123|712|71|7,1.712353.130,תשלומים מיוחדים,,,,510000,386994
55,7123|712|71|7,1.712355.181,מיסים וביטוח לאומי,,,,169000,143412
56,7123|712|71|7,1.712356.182,קופות גמל והשתלמות,,,,141000,123238
63,7123|712|71|7,1.712363.531,אחזקת רכב,,,,10200000,11251906
64,7123|712|71|7,1.712364.532,בטוח רכב,,,,1252000,1318729
65,7123|712|71|7,1.712365.533,שכירת רכב,,,,228000,205733
66,7123|712|71|7,1.712366.534,דלק ושמן,,,,8450000,12081009
84,7123|712|71|7,1.712384.831,השתתפות לאיגוד ערים דן לתברואה,,,,44350000,44349996
85,7123|712|71|7,1.712385.832,היטל הטמנה,,,,22000000,22598539
13,7123|712|71|7,1.712313.110,משכורת כוללת,,,,1010000,973059
19,7123|712|71|7,1.712319.124,החזר הוצאות,,,,43000,41296
12,7123|712|71|7,1.712312.126,הבראה,,,,71000,68637
13,7123|712|71|7,1.712313.127,השתתפות באחזקת רכב 0 11,,,,244000,244349
17,7123|712|71|7,1.712317.130,תשלומים  מיוחדים,,,,1244000,1314203
19,7123|712|71|7,1.712319.181,מיסים וביטוח לאומי,,,,328000,332428
11,7123|712|71|7,1.712311.182,קופות גמל והשתלמות,,,,290000,260586
28,7123|712|71|7,1.712328.110,משכורת כוללת,,,,3870000,3556273
25,7123|712|71|7,1.712325.124,החזר הוצאות,,,,194000,182844
27,7123|712|71|7,1.712327.126,הבראה,,,,370000,370384
28,7123|712|71|7,1.712328.127,השתתפות באחזקת רכב 0 53,,,,1115000,1042634
23,7123|712|71|7,1.712323.130,תשלומים מיוחדים,,,,5000000,5165185
25,7123|712|71|7,1.712325.181,מיסים וביטוח לאומי,,,,1312000,1344793
26,7123|712|71|7,1.712326.182,קופות גמל והשתלמות,,,,1159000,1133353
48,7123|712|71|7,1.712348.531,אחזקת רכב,,,,2270000,2383180
49,7123|712|71|7,1.712349.532,ביטוח רכב,,,,511000,470580
42,7123|712|71|7,1.712342.534,דלק ושמן,,,,969000,1250946
02,7125|712|71|7,1.712502.799,עלויות עודפות0מוסך,,,,7160000,7146986
14,7121|712|71|7,1.712114.433,ביטוח,,,,1745000,1418198
16,7121|712|71|7,1.712116.670,סעיף שאינו חוזר,,,,80000,57368
11,7121|712|71|7,1.712111.722,כפפות לעבודה,,,,140000,104937
12,7121|712|71|7,1.712112.723,שקיות נילון,,,,45000,29968
18,7121|712|71|7,1.712118.761,בגדי עבודה יחידתיים,,,,80000,75214
19,7121|712|71|7,1.712119.762,כביסה,,,,25000,12615
13,7121|712|71|7,1.712113.781,חלב לפועלים,,,,280000,241057
15,7121|712|71|7,1.712115.783,כלי עבודה0תיקונים,,,,25000,16699
16,7121|712|71|7,1.712116.784,בטיחות וציוד כיבוי אש,,,,65000,46001
17,7121|712|71|7,1.712117.785,תיקוני מזגנים,,,,45000,32933
15,7121|712|71|7,1.712115.791,עבודות בין0מחלקתיות,,,,170000,123635
01,7151|715|71|7,1.715101.110,משכורת כוללת,,,,1070000,1139375
07,7151|715|71|7,1.715107.124,החזר הוצאות,,,,60000,60531
09,7151|715|71|7,1.715109.126,הבראה,,,,116000,111313
01,7151|715|71|7,1.715101.127,השתתפות באחזקת רכב013,,,,250000,279820
05,7151|715|71|7,1.715105.130,תשלומים מיוחדים,,,,750000,730977
07,7151|715|71|7,1.715107.181,מיסים וביטוח לאומי,,,,282000,298317
08,7151|715|71|7,1.715108.182,קופות גמל והשתלמות,,,,272000,283020
08,7151|715|71|7,1.715108.433,ביטוח,,,,40000,38684
05,7151|715|71|7,1.715105.463,טלפונים,,,,18000,171
09,7151|715|71|7,1.715109.531,אחזקת רכב,,,,132000,59216
01,7151|715|71|7,1.715101.532,ביטוח רכב,,,,20000,18418
03,7151|715|71|7,1.715103.534,דלק ושמן,,,,55000,4372
04,7151|715|71|7,1.715104.721,חמרי הדברה,,,,220000,168833
02,7151|715|71|7,1.715102.752,פינוי פגרים,,,,330000,286930
03,7151|715|71|7,1.715103.753,לכידת נחשים,,,,30000,0
04,7151|715|71|7,1.715104.754,הדברה ביולוגית,,,,5000,0
06,7151|715|71|7,1.715106.934,רכישת ציוד,,,,40000,26649
02,7210|721|72|7,1.721002.110,משכורת כוללת,,,,936000,1173139
08,7210|721|72|7,1.721008.124,החזר הוצאות,,,,54000,63134
01,7210|721|72|7,1.721001.126,הבראה,,,,36000,44509
02,7210|721|72|7,1.721002.127,השתתפות באחזקת רכב09,,,,168000,218787
06,7210|721|72|7,1.721006.130,תשלומים מיוחדים,,,,138000,148422
08,7210|721|72|7,1.721008.181,מיסים וביטוח לאומי,,,,185000,215321
09,7210|721|72|7,1.721009.182,קופות גמל והשתלמות,,,,122000,128105
08,7210|721|72|7,1.721008.310,שעות נוספות רשומות,,,,141000,98462
03,7210|721|72|7,1.721003.411,שכר דירה,,,,1000,0
04,7210|721|72|7,1.721004.412,מיסים ואגרות,,,,1000,758
09,7210|721|72|7,1.721009.433,ביטוח,,,,17000,16441
01,7210|721|72|7,1.721001.434,תקוני מבנים  מתקנים ואינונטר,,,,12000,4230
04,7210|721|72|7,1.721004.437,שמירה,,,,,0
06,7210|721|72|7,1.721006.439,אחזקת בניני העיריה0השתתפות,,,,214000,234739
04,7210|721|72|7,1.721004.461,צרכי משרד,,,,50000,41086
06,7210|721|72|7,1.721006.463,טלפונים,,,,22000,44986
07,7210|721|72|7,1.721007.464,דאר,,,,3000,67
08,7210|721|72|7,1.721008.521,הדרכה וכנסים,,,,3000,2020
09,7210|721|72|7,1.721009.522,גיבוש יחידתי,,,,5000,4230
03,7210|721|72|7,1.721003.541,אחזקת מכשירי קשר,,,,100000,44280
08,7210|721|72|7,1.721008.610,כיבודים,,,,28000,17800
04,7210|721|72|7,1.721004.680,הוצאות מיוחדות,,,,20000,18062
07,7210|721|72|7,1.721007.691,מערכות מידע ומחשוב,,,,220000,219912
09,7210|721|72|7,1.721009.693,מחשוב יחידתי,,,,7000,9894
04,7210|721|72|7,1.721004.753,דמי איגוד,,,,1000,980
08,7210|721|72|7,1.721008.781,אירועים ותרגילים,,,,50000,45686
01,7210|721|72|7,1.721001.783,השתלמויות מערך החרום,,,,28000,25001
05,7210|721|72|7,1.721005.932,ציוד וריהוט משרדי,,,,10000,9829
07,7210|721|72|7,1.721007.934,ציוד תפעולי,,,,8000,1611
06,7221|722|72|7,1.722106.110,משכורת כוללת,,,,73000,75476
03,7221|722|72|7,1.722103.124,החזר הוצאות,,,,6000,5231
05,7221|722|72|7,1.722105.126,הבראה,,,,5000,4110
06,7221|722|72|7,1.722106.127,השתתפות באחזקת רכב01,,,,29000,26291
01,7221|722|72|7,1.722101.130,תשלומים מיוחדים,,,,5000,6237
03,7221|722|72|7,1.722103.181,מיסים וביטוח לאומי,,,,16000,15180
04,7221|722|72|7,1.722104.182,קופות גמל והשתלמות,,,,18000,19391
03,7221|722|72|7,1.722103.310,שעות נוספות רשומות,,,,8000,1069
07,7221|722|72|7,1.722107.411,שכר דירה וועד בית,,,,330000,329669
04,7221|722|72|7,1.722104.433,ביטוח,,,,34000,32881
05,7221|722|72|7,1.722105.434,אחזקת בסיסים,,,,137000,122608
06,7221|722|72|7,1.722106.435,חשמל ואנרגיה,,,,97000,150941
08,7221|722|72|7,1.722108.461,צרכי משרד,,,,25000,9541
03,7221|722|72|7,1.722103.610,כבודים למתנדבים,,,,100000,96736
04,7221|722|72|7,1.722104.693,מחשוב יחידתי,,,,15000,14331
03,7221|722|72|7,1.722103.781,הוצאות שונות ומטווחים,,,,4000,3381
04,7221|722|72|7,1.722104.782,ארועים וכנסים,,,,60000,58999
05,7221|722|72|7,1.722105.783,הוצאות נקיון בבסיסים,,,,10000,5665
06,7221|722|72|7,1.722106.921,העתקה ומיגון בסיסים,,,,30000,17777
07,7221|722|72|7,1.722107.922,שיפוץ בסיסים,,,,130000,109823
09,7221|722|72|7,1.722109.932,ציוד וריהוט משרדי,,,,8000,14690
09,7231|723|72|7,1.723109.431,מים,,,,133000,336039
02,7231|723|72|7,1.723102.433,בטוח,,,,38000,36750
04,7231|723|72|7,1.723104.435,חשמל ואנרגיה,,,,114000,51797
03,7231|723|72|7,1.723103.531,אחזקת רכב,,,,94000,81204
04,7231|723|72|7,1.723104.532,בטוח רכב,,,,11000,10130
06,7231|723|72|7,1.723106.534,דלק ושמן,,,,110000,25779
02,7231|723|72|7,1.723102.830,השתתפות בהוצאות הג א כלל ארצי,,,,2440000,2020160
01,7232|723|72|7,1.723201.110,משכורת כוללת,,,,468000,372593
07,7232|723|72|7,1.723207.124,החזר הוצאות,,,,26000,26240
09,7232|723|72|7,1.723209.126,הבראה,,,,42000,33702
01,7232|723|72|7,1.723201.127,השתתפות באחזקת רכב07,,,,126000,100837
05,7232|723|72|7,1.723205.130,תשלומים מיוחדים,,,,164000,156253
07,7232|723|72|7,1.723207.181,מיסים וביטוח לאומי,,,,105000,89681
08,7232|723|72|7,1.723208.182,קופות גמל והשתלמות,,,,87000,77633
07,7232|723|72|7,1.723207.310,שעות  נוספות  רשומות,,,,12000,15700
02,7232|723|72|7,1.723202.411,שכר דירה,,,,1103000,979799
09,7232|723|72|7,1.723209.434,תקוני מבנים  מתקנים ואינונטר,,,,13000,359
05,7232|723|72|7,1.723205.463,טלפונים,,,,23000,5648
09,7232|723|72|7,1.723209.531,אחזקת רכב חרום,,,,24000,895
02,7232|723|72|7,1.723202.760,בגדי עבודה יחידתיים,,,,7000,6526
07,7232|723|72|7,1.723207.781,אחזקת ציוד הגא,,,,55000,53002
08,7232|723|72|7,1.723208.782,ערכות מגן0אחסון וחלוקה,,,,25000,6581
09,7232|723|72|7,1.723209.783,צביעת מחסנים ומקלטים,,,,50000,14318
04,7232|723|72|7,1.723204.932,ציוד וריהוט משרדי,,,,5000,1598
01,7235|723|72|7,1.723501.110,משכורת כוללת,,,,1085000,1073530
07,7235|723|72|7,1.723507.124,החזר הוצאות,,,,61000,67834
09,7235|723|72|7,1.723509.126,הבראה,,,,68000,65760
01,7235|723|72|7,1.723501.127,השתתפות באחזקת רכב013,,,,234000,235030
05,7235|723|72|7,1.723505.130,תשלומים מיוחדים,,,,240000,357599
07,7235|723|72|7,1.723507.181,מיסים וביטוח לאומי,,,,219000,236726
08,7235|723|72|7,1.723508.182,קופות גמל והשתלמות,,,,184000,207500
07,7235|723|72|7,1.723507.310,שעות  נוספות  רשומות,,,,57000,66358
04,7235|723|72|7,1.723504.340,שעות נוספות מיוחדות,,,,2000,870
07,7235|723|72|7,1.723507.781,אחזקת מרכזי בקרה,,,,25000,25282
08,7235|723|72|7,1.723508.782,אחזקת מקלטים,,,,665000,579226
09,7235|723|72|7,1.723509.783,מכשירים וכלי עבודה,,,,5000,4952
04,7236|723|72|7,1.723604.310,שעות נוספות סופה וחרום,,,,210000,300122
02,7236|723|72|7,1.723602.463,טלפונים,,,,13000,55506
04,7236|723|72|7,1.723604.781,מל ח0 הצטיידות ואחזקה,,,,67000,62221
06,7236|723|72|7,1.723606.783,חרום0ארועים בטחוניים,,,,40000,4060
07,7236|723|72|7,1.723607.784,אחזקת תחנת איסוף חללים,,,,10000,37137
08,7236|723|72|7,1.723608.785,תחזוקת מע' כריזה בשווקים,,,,25000,0
03,7236|723|72|7,1.723603.934,ציוד תפעולי,,,,35000,7205
05,7238|723|72|7,1.723805.788,סופת חורף,,,,200000,0
02,7241|724|72|7,1.724102.110,משכורת כוללת,,,,2200000,2072445
08,7241|724|72|7,1.724108.124,החזר הוצאות,,,,97000,87617
01,7241|724|72|7,1.724101.126,הבראה,,,,105000,107682
02,7241|724|72|7,1.724102.127,השתתפות באחזקת רכב014,,,,452000,467794
06,7241|724|72|7,1.724106.130,תשלומים מיוחדים,,,,558000,588472
08,7241|724|72|7,1.724108.181,מיסים וביטוח לאומי,,,,795000,827685
09,7241|724|72|7,1.724109.182,קופות גמל והשתלמות,,,,741000,756682
08,7241|724|72|7,1.724108.310,שעות נוספות רשומות,,,,2880000,2852210
05,7241|724|72|7,1.724105.340,שעות נוספות מיוחדות,,,,42000,47331
04,7241|724|72|7,1.724104.412,מיסים ואגרות,,,,5000,3032
01,7241|724|72|7,1.724101.434,תקוני מבנים מתקנים ואינונטר,,,,210000,297664
02,7241|724|72|7,1.724102.435,חשמל ואנרגיה,,,,330000,289598
03,7241|724|72|7,1.724103.436,נקיון,,,,165000,158082
04,7241|724|72|7,1.724104.461,צרכי משרד,,,,45000,44990
05,7241|724|72|7,1.724105.462,ספרים ועתונים,,,,10000,6967
06,7241|724|72|7,1.724106.463,טלפונים,,,,152000,150216
07,7241|724|72|7,1.724107.464,דאר,,,,3000,911
05,7241|724|72|7,1.724105.510,נסיעות ואש ל,,,,1000,54
08,7241|724|72|7,1.724108.521,הדרכה וכנסים,,,,15000,12089
09,7241|724|72|7,1.724109.522,גיבוש יחידתי,,,,46000,49981
08,7241|724|72|7,1.724108.610,כיבודים,,,,40000,43820
06,7241|724|72|7,1.724106.682,ארועים מיוחדים,,,,6000,5447
07,7241|724|72|7,1.724107.683,רשיונות נהיגה,,,,3000,910
07,7241|724|72|7,1.724107.691,מערכות מידע ומחשוב,,,,750000,749700
09,7241|724|72|7,1.724109.693,מחשוב יחידתי,,,,30000,42664
03,7241|724|72|7,1.724103.760,בגדי עבודה יחידתיים,,,,13000,12765
08,7241|724|72|7,1.724108.781,הוצאות שונות,,,,38000,30237
09,7241|724|72|7,1.724109.782,דמי חבר במוסדות בינלאומיים,,,,4000,1100
01,7241|724|72|7,1.724101.783,כביסת בגדי עבודה יחידתיים,,,,55000,37443
02,7241|724|72|7,1.724102.784,השתלמויות כבאים ע י נציבות כבאות,,,,190000,0
05,7241|724|72|7,1.724105.932,ציוד ורהוט משרדי,,,,10000,51345
09,7241|724|72|7,1.724109.999,השתת' לנציבות כבאות ארצית,,,,,0
08,7242|724|72|7,1.724208.110,משכורת כוללת,,,,1940000,1943548
05,7242|724|72|7,1.724205.124,החזר הוצאות,,,,152000,124987
07,7242|724|72|7,1.724207.126,הבראה,,,,122000,124593
08,7242|724|72|7,1.724208.127,השתתפות באחזקת רכב029,,,,761000,678426
03,7242|724|72|7,1.724203.130,תשלומים מיוחדים,,,,632000,608701
05,7242|724|72|7,1.724205.181,מיסים וביטוח לאומי,,,,728000,782226
06,7242|724|72|7,1.724206.182,קופות גמל והשתלמות,,,,770000,750647
06,7242|724|72|7,1.724206.230,משימות חולפות 0 1,,,,135000,127249
05,7242|724|72|7,1.724205.310,שעות נוספות רשומות,,,,2041000,2429028
02,7242|724|72|7,1.724202.340,שעות נוספות מיוחדות,,,,19000,13911
05,7243|724|72|7,1.724305.110,משכורת כוללת,,,,6885000,6566069
02,7243|724|72|7,1.724302.124,החזר הוצאות,,,,400000,380591
04,7243|724|72|7,1.724304.126,הבראה,,,,416000,404565
05,7243|724|72|7,1.724305.127,השתתפות באחזקת רכב085,,,,1898000,1887306
09,7243|724|72|7,1.724309.130,תשלומים מיוחדים,,,,3060000,3284613
08,7243|724|72|7,1.724308.170,סעיף שאינו חוזר,,,,,0
02,7243|724|72|7,1.724302.181,מיסים וביטוח לאומי,,,,2712000,2997371
03,7243|724|72|7,1.724303.182,קופות גמל והשתלמות,,,,3019000,3126180
02,7243|724|72|7,1.724302.310,שעות נוספות רשומות,,,,8446000,9796696
08,7243|724|72|7,1.724308.340,שעות נוספות מיוחדות,,,,505000,661212
01,7243|724|72|7,1.724301.431,מים לכבוי דליקות,,,,230000,216383
04,7243|724|72|7,1.724304.531,אחזקת רכב,,,,705000,712354
07,7243|724|72|7,1.724307.534,דלק ושמן,,,,450000,660291
06,7243|724|72|7,1.724306.541,אחזקת מכשירי קשר,,,,90000,83183
05,7243|724|72|7,1.724305.670,סעיף שאינו חוזר,,,,0,1153060
09,7243|724|72|7,1.724309.722,חמרים אחרים,,,,27000,25306
02,7243|724|72|7,1.724302.781,חדוש ציוד כבוי,,,,230000,218995
03,7243|724|72|7,1.724303.782,הוצאות קשר מח' כבוי אש,,,,120000,106885
04,7243|724|72|7,1.724304.783,ביטוח ריזיקו0 ע י הנציבות,,,,240000,229320
05,7243|724|72|7,1.724305.784,ציוד והוצ' שונות למתנדבים,,,,30000,29353
06,7243|724|72|7,1.724306.785,תיקוני כלים ומכשירים,,,,200000,190557
07,7243|724|72|7,1.724307.786,אחזקת ברזי כיבוי אש,,,,,700000
01,7243|724|72|7,1.724301.934,מכשירים וכלי עבודה,,,,20000,10894
07,7311|731|73|7,1.731107.110,משכורת כוללת,,,,1494000,1393238
04,7311|731|73|7,1.731104.124,החזר הוצאות,,,,48000,47676
06,7311|731|73|7,1.731106.126,הבראה,,,,24000,39435
07,7311|731|73|7,1.731107.127,השתתפות באחזקת רכב06,,,,154000,154251
02,7311|731|73|7,1.731102.130,תשלומים מיוחדים,,,,179000,167158
04,7311|731|73|7,1.731104.181,מיסים וביטוח לאומי,,,,238000,232911
05,7311|731|73|7,1.731105.182,קופות גמל והשתלמות,,,,133000,137342
04,7312|731|73|7,1.731204.110,משכורת כוללת,,,,1031000,995831
01,7312|731|73|7,1.731201.124,החזר הוצאות,,,,50000,56918
03,7312|731|73|7,1.731203.126,הבראה,,,,35000,46080
04,7312|731|73|7,1.731204.127,השתתפות באחזקת רכב07,,,,178000,179160
08,7312|731|73|7,1.731208.130,תשלומים מיוחדים,,,,155000,181194
01,7312|731|73|7,1.731201.181,מיסים וביטוח לאומי,,,,191000,189892
02,7312|731|73|7,1.731202.182,קופות גמל והשתלמות,,,,131000,142565
01,7312|731|73|7,1.731201.310,שעות  נוספות  רשומות,,,,69000,71176
06,7312|731|73|7,1.731206.412,מיסים ואגרות,,,,6000,379
02,7312|731|73|7,1.731202.433,בטוח,,,,518000,500958
03,7312|731|73|7,1.731203.434,תקוני מבנים  מתקנים ואינונטר,,,,95000,94910
06,7312|731|73|7,1.731206.437,שמירה,,,,160000,224729
08,7312|731|73|7,1.731208.439,אחזקת בניני העיריה0השתתפות,,,,2797000,1974865
06,7312|731|73|7,1.731206.461,צרכי משרד,,,,505000,457533
07,7312|731|73|7,1.731207.462,ספרים ועתונים,,,,35000,25058
08,7312|731|73|7,1.731208.463,טלפונים,,,,322000,62806
09,7312|731|73|7,1.731209.464,דאר,,,,155000,147405
07,7312|731|73|7,1.731207.510,נסיעות ואש ל,,,,17000,15132
01,7312|731|73|7,1.731201.521,הדרכה וכנסים,,,,190000,283108
02,7312|731|73|7,1.731202.522,גיבוש יחידתי,,,,29000,26694
03,7312|731|73|7,1.731203.531,אחזקת רכב,,,,15000,4932
05,7312|731|73|7,1.731205.533,שכירת רכב ורכב עירוני,,,,205000,202991
06,7312|731|73|7,1.731206.534,דלק ושמן,,,,80000,105636
05,7312|731|73|7,1.731205.541,אחזקת מכשירי קשר,,,,133000,142338
01,7312|731|73|7,1.731201.610,כיבודים,,,,21000,24852
04,7312|731|73|7,1.731204.670,סעיף שאינו חוזר,,,,20000,0
06,7312|731|73|7,1.731206.680,הוצאות   מיוחדות,,,,,18135
09,7312|731|73|7,1.731209.691,מערכות מידע ומחשוב,,,,610000,609756
02,7312|731|73|7,1.731202.693,מחשוב יחידתי,,,,98000,205007
04,7312|731|73|7,1.731204.751,אדריכל שילוט,,,,136000,177000
01,7312|731|73|7,1.731201.781,חוברות ופרסומי מידע למכירה,,,,6000,0
02,7312|731|73|7,1.731202.782,שירותי דוור0סמס,,,,10000,0
03,7312|731|73|7,1.731203.783,כנס שימור מבנים,,,,20000,15554
04,7312|731|73|7,1.731204.784,דמי חבר אונסק ו,,,,10000,11215
07,7312|731|73|7,1.731207.787,שרותים לוועדת בנין עיר,,,,85000,95946
08,7312|731|73|7,1.731208.788,הדפסת פרוטוקולים וחוברות,,,,55000,17235
03,7312|731|73|7,1.731203.791,עתודת מהנדס העיר,,,,0,0
07,7312|731|73|7,1.731207.932,ציוד ורהוט משרדי,,,,70000,82697
09,7312|731|73|7,1.731209.934,מכשירים וכלי עבודה,,,,27000,5021
07,7314|731|73|7,1.731407.110,משכורת כוללת,,,,68000,64766
04,7314|731|73|7,1.731404.124,החזר הוצאות,,,,5000,5377
06,7314|731|73|7,1.731406.126,הבראה,,,,4000,4932
07,7314|731|73|7,1.731407.127,השתתפות באחזקת רכב 01,,,,14000,13526
02,7314|731|73|7,1.731402.130,תשלומים מיוחדים,,,,15000,16919
04,7314|731|73|7,1.731404.181,מיסים וביטוח לאומי,,,,13000,13313
05,7314|731|73|7,1.731405.182,קופות גמל והשתלמות,,,,11000,9824
04,7315|731|73|7,1.731504.110,משכורת כוללת,,,,724000,719977
01,7315|731|73|7,1.731501.124,החזר הוצאות,,,,33000,31319
03,7315|731|73|7,1.731503.126,הבראה,,,,31000,33405
04,7315|731|73|7,1.731504.127,השתתפות באחזקת רכב 06,,,,107000,102816
08,7315|731|73|7,1.731508.130,תשלומים מיוחדים,,,,164000,176080
01,7315|731|73|7,1.731501.181,מיסים וביטוח לאומי,,,,133000,145789
02,7315|731|73|7,1.731502.182,קופות גמל והשתלמות,,,,118000,117749
09,7315|731|73|7,1.731509.691,מערכות מידע ומחשוב,,,,600000,599760
01,7316|731|73|7,1.731601.110,משכורת כוללת,,,,753000,736785
07,7316|731|73|7,1.731607.124,החזר הוצאות,,,,19000,18598
09,7316|731|73|7,1.731609.126,הבראה,,,,15000,15207
01,7316|731|73|7,1.731601.127,השתתפות באחזקת רכב03,,,,57000,56297
05,7316|731|73|7,1.731605.130,תשלומים מיוחדים,,,,40000,44577
07,7316|731|73|7,1.731607.181,מיסים וביטוח לאומי,,,,111000,110652
08,7316|731|73|7,1.731608.182,קופות גמל והשתלמות,,,,35000,56030
