PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
17,7121|712|71|7,1.712117.130,תשלומים מיוחדים,,,,12710000,
19,7121|712|71|7,1.712119.181,מיסים וביטוח לאומי,,,,3286000,
11,7121|712|71|7,1.712111.182,קופות גמל והשתלמות,,,,2664000,
12,7121|712|71|7,1.712112.531,אחזקת רכב,,,,569000,
13,7121|712|71|7,1.712113.532,ביטוח רכב,,,,131000,
15,7121|712|71|7,1.712115.534,דלק ושמן,,,,1000000,
28,7121|712|71|7,1.712128.110,משכורת כוללת,,,,850000,
25,7121|712|71|7,1.712125.124,החזר הוצאות,,,,56000,
27,7121|712|71|7,1.712127.126,הבראה,,,,80000,
28,7121|712|71|7,1.712128.127,השתתפות באחזקת רכב014,,,,223000,
23,7121|712|71|7,1.712123.130,תשלומים מיוחדים,,,,697000,
25,7121|712|71|7,1.712125.181,מיסים וביטוח לאומי,,,,239000,
26,7121|712|71|7,1.712126.182,קופות גמל והשתלמות,,,,195000,
34,7121|712|71|7,1.712134.110,משכורת כוללת,,,,740000,
31,7121|712|71|7,1.712131.124,החזר הוצאות,,,,34000,
33,7121|712|71|7,1.712133.126,הבראה,,,,62000,
34,7121|712|71|7,1.712134.127,השתתפות באחזקת רכב 09,,,,225000,
38,7121|712|71|7,1.712138.130,תשלומים מיוחדים,,,,667000,
31,7121|712|71|7,1.712131.181,מיסים וביטוח לאומי,,,,217000,
32,7121|712|71|7,1.712132.182,קופות גמל והשתלמות,,,,205000,
25,7122|712|71|7,1.712225.110,משכורת כוללת,,,,680000,
22,7122|712|71|7,1.712222.124,החזר הוצאות,,,,45000,
24,7122|712|71|7,1.712224.126,הבראה,,,,65000,
25,7122|712|71|7,1.712225.127,השתתפות באחזקת רכב0 10,,,,220000,
29,7122|712|71|7,1.712229.130,תשלומים מיוחדים,,,,740000,
22,7122|712|71|7,1.712222.181,מיסים וביטוח לאומי,,,,220000,
23,7122|712|71|7,1.712223.182,קופות גמל והשתלמות,,,,210000,
31,7122|712|71|7,1.712231.751,ניקוי רחובות במועדים מיוחדים,,,,5160000,
32,7122|712|71|7,1.712232.752,ניקוי הטיילת בחוף הים,,,,4790000,
33,7122|712|71|7,1.712233.753,ניקוי מתחם נוריאל,,,,650000,
34,7122|712|71|7,1.712234.754,ניקוי ככר דיזנגוף,,,,1730000,
35,7122|712|71|7,1.712235.755,ניקוי ו/או שטיפה ע י קבלנים,,,,52060000,
36,7122|712|71|7,1.712236.756,איסוף נייר וקרטון,,,,220000,
39,7122|712|71|7,1.712239.759,איסוף פלסטיק,,,,10000,
37,7122|712|71|7,1.712237.781,השתתפות בניקיון בתחנות האגף,,,,80000,
39,7122|712|71|7,1.712239.783,ניקוי מתחם שוק הכרמל בשבת,,,,530000,
46,7122|712|71|7,1.712246.110,משכורת כוללת,,,,390000,
43,7122|712|71|7,1.712243.124,החזר הוצאות,,,,17000,
45,7122|712|71|7,1.712245.126,הבראה,,,,40000,
46,7122|712|71|7,1.712246.127,השתתפות באחזקת רכב 0 5,,,,76000,
41,7122|712|71|7,1.712241.130,תשלומים מיוחדים,,,,290000,
43,7122|712|71|7,1.712243.181,מיסים וביטוח לאומי,,,,102000,
44,7122|712|71|7,1.712244.182,קופות גמל והשתלמות,,,,75000,
57,7122|712|71|7,1.712257.431,מים,,,,511000,
52,7122|712|71|7,1.712252.435,חשמל ואנרגיה,,,,69000,
55,7122|712|71|7,1.712255.721,חומרי ניקיון,,,,160000,
52,7122|712|71|7,1.712252.751,נקיון בש צ,,,,500000,
53,7122|712|71|7,1.712253.752,אחזקת בש צ,,,,150000,
16,7123|712|71|7,1.712316.110,משכורת כוללת,,,,975000,
13,7123|712|71|7,1.712313.124,החזר הוצאות,,,,65000,
15,7123|712|71|7,1.712315.126,הבראה,,,,60000,
16,7123|712|71|7,1.712316.127,השתתפות באחזקת רכב 0 10,,,,264000,
11,7123|712|71|7,1.712311.130,תשלומים מיוחדים,,,,1150000,
13,7123|712|71|7,1.712313.181,מיסים וביטוח לאומי,,,,316000,
14,7123|712|71|7,1.712314.182,קופות גמל והשתלמות,,,,300000,
18,7123|712|71|7,1.712318.753,החזקת ציוד כיבוי אש,,,,5000,
19,7123|712|71|7,1.712319.754,החזקת מתחם הסוללים,,,,105000,
11,7123|712|71|7,1.712311.755,החזקת מתחם יגאל אלון 62,,,,0,
22,7123|712|71|7,1.712322.110,משכורת כוללת,,,,26420000,
28,7123|712|71|7,1.712328.124,החזר הוצאות,,,,1482000,
21,7123|712|71|7,1.712321.126,הבראה,,,,2769000,
22,7123|712|71|7,1.712322.127,השתתפות באחזקת רכב 0 336,,,,6400000,
26,7123|712|71|7,1.712326.130,תשלומים  מיוחדים,,,,34940000,
28,7123|712|71|7,1.712328.181,מיסים וביטוח לאומי,,,,8849000,
29,7123|712|71|7,1.712329.182,קופות גמל והשתלמות,,,,7790000,
22,7123|712|71|7,1.712322.751,עבודת קבלנים בשכונות,,,,4530000,
37,7123|712|71|7,1.712337.110,משכורת כוללת,,,,9635000,
34,7123|712|71|7,1.712334.124,החזר הוצאות,,,,518000,
36,7123|712|71|7,1.712336.126,הבראה,,,,945000,
37,7123|712|71|7,1.712337.127,השתתפות באחזקת רכב0138,,,,2690000,
32,7123|712|71|7,1.712332.130,תשלומים מיוחדים,,,,17940000,
34,7123|712|71|7,1.712334.181,מיסים וביטוח לאומי,,,,3982000,
35,7123|712|71|7,1.712335.182,קופות גמל והשתלמות,,,,3280000,
58,7123|712|71|7,1.712358.110,משכורת כוללת,,,,513000,
55,7123|712|71|7,1.712355.124,החזר הוצאות,,,,24000,
57,7123|712|71|7,1.712357.126,הבראה,,,,56000,
58,7123|712|71|7,1.712358.127,השתתפות באחזקת רכב08,,,,152000,
53,7123|712|71|7,1.712353.130,תשלומים מיוחדים,,,,492000,
55,7123|712|71|7,1.712355.181,מיסים וביטוח לאומי,,,,155000,
56,7123|712|71|7,1.712356.182,קופות גמל והשתלמות,,,,128000,
63,7123|712|71|7,1.712363.531,אחזקת רכב,,,,10200000,
64,7123|712|71|7,1.712364.532,בטוח רכב,,,,1220000,
65,7123|712|71|7,1.712365.533,שכירת רכב,,,,230000,
66,7123|712|71|7,1.712366.534,דלק ושמן,,,,10450000,
84,7123|712|71|7,1.712384.831,השתתפות לאיגוד ערים דן לתברואה,,,,46350000,
85,7123|712|71|7,1.712385.832,היטל הטמנה,,,,27500000,
13,7123|712|71|7,1.712313.110,משכורת כוללת,,,,1025000,
19,7123|712|71|7,1.712319.124,החזר הוצאות,,,,43000,
12,7123|712|71|7,1.712312.126,הבראה,,,,70000,
13,7123|712|71|7,1.712313.127,השתתפות באחזקת רכב 0 11,,,,270000,
17,7123|712|71|7,1.712317.130,תשלומים  מיוחדים,,,,1375000,
19,7123|712|71|7,1.712319.181,מיסים וביטוח לאומי,,,,349000,
11,7123|712|71|7,1.712311.182,קופות גמל והשתלמות,,,,278000,
28,7123|712|71|7,1.712328.110,משכורת כוללת,,,,3690000,
25,7123|712|71|7,1.712325.124,החזר הוצאות,,,,195000,
27,7123|712|71|7,1.712327.126,הבראה,,,,376000,
28,7123|712|71|7,1.712328.127,השתתפות באחזקת רכב 0 53,,,,1127000,
23,7123|712|71|7,1.712323.130,תשלומים מיוחדים,,,,5385000,
25,7123|712|71|7,1.712325.181,מיסים וביטוח לאומי,,,,1352000,
26,7123|712|71|7,1.712326.182,קופות גמל והשתלמות,,,,1025000,
48,7123|712|71|7,1.712348.531,אחזקת רכב,,,,2270000,
49,7123|712|71|7,1.712349.532,ביטוח רכב,,,,500000,
42,7123|712|71|7,1.712342.534,דלק ושמן,,,,1470000,
02,7125|712|71|7,1.712502.799,עלויות עודפות0מוסך,,,,7120000,
14,7121|712|71|7,1.712114.433,ביטוח,,,,1843000,
16,7121|712|71|7,1.712116.670,סעיף שאינו חוזר,,,,0,
11,7121|712|71|7,1.712111.722,כפפות לעבודה,,,,140000,
12,7121|712|71|7,1.712112.723,שקיות נילון,,,,47000,
18,7121|712|71|7,1.712118.761,בגדי עבודה יחידתיים,,,,80000,
19,7121|712|71|7,1.712119.762,כביסה,,,,25000,
13,7121|712|71|7,1.712113.781,חלב לפועלים,,,,300000,
15,7121|712|71|7,1.712115.783,כלי עבודה0תיקונים,,,,25000,
16,7121|712|71|7,1.712116.784,בטיחות וציוד כיבוי אש,,,,65000,
17,7121|712|71|7,1.712117.785,תיקוני מזגנים,,,,45000,
15,7121|712|71|7,1.712115.791,עבודות בין0מחלקתיות,,,,170000,
01,7151|715|71|7,1.715101.110,משכורת כוללת,,,,1230000,
07,7151|715|71|7,1.715107.124,החזר הוצאות,,,,70000,
09,7151|715|71|7,1.715109.126,הבראה,,,,112000,
01,7151|715|71|7,1.715101.127,השתתפות באחזקת רכב013,,,,310000,
05,7151|715|71|7,1.715105.130,תשלומים מיוחדים,,,,770000,
07,7151|715|71|7,1.715107.181,מיסים וביטוח לאומי,,,,313000,
08,7151|715|71|7,1.715108.182,קופות גמל והשתלמות,,,,285000,
08,7151|715|71|7,1.715108.433,ביטוח,,,,42000,
05,7151|715|71|7,1.715105.463,טלפונים,,,,16000,
09,7151|715|71|7,1.715109.531,אחזקת רכב,,,,132000,
01,7151|715|71|7,1.715101.532,ביטוח רכב,,,,20000,
03,7151|715|71|7,1.715103.534,דלק ושמן,,,,55000,
04,7151|715|71|7,1.715104.721,חמרי הדברה,,,,220000,
02,7151|715|71|7,1.715102.752,פינוי פגרים,,,,330000,
03,7151|715|71|7,1.715103.753,לכידת נחשים,,,,30000,
04,7151|715|71|7,1.715104.754,הדברה ביולוגית,,,,5000,
06,7151|715|71|7,1.715106.934,רכישת ציוד,,,,40000,
02,7210|721|72|7,1.721002.110,משכורת כוללת,,,,1049000,
08,7210|721|72|7,1.721008.124,החזר הוצאות,,,,56000,
01,7210|721|72|7,1.721001.126,הבראה,,,,45000,
02,7210|721|72|7,1.721002.127,השתתפות באחזקת רכב09,,,,203000,
06,7210|721|72|7,1.721006.130,תשלומים מיוחדים,,,,144000,
08,7210|721|72|7,1.721008.181,מיסים וביטוח לאומי,,,,206000,
09,7210|721|72|7,1.721009.182,קופות גמל והשתלמות,,,,121000,
08,7210|721|72|7,1.721008.310,שעות נוספות רשומות,,,,146000,
03,7210|721|72|7,1.721003.411,שכר דירה,,,,1000,
04,7210|721|72|7,1.721004.412,מיסים ואגרות,,,,1000,
09,7210|721|72|7,1.721009.433,ביטוח,,,,20000,
01,7210|721|72|7,1.721001.434,תקוני מבנים  מתקנים ואינונטר,,,,12000,
04,7210|721|72|7,1.721004.437,שמירה,,,,0,
06,7210|721|72|7,1.721006.439,אחזקת בניני העיריה0השתתפות,,,,280000,
04,7210|721|72|7,1.721004.461,צרכי משרד,,,,50000,
06,7210|721|72|7,1.721006.463,טלפונים,,,,22000,
07,7210|721|72|7,1.721007.464,דאר,,,,3000,
08,7210|721|72|7,1.721008.521,הדרכה וכנסים,,,,3000,
09,7210|721|72|7,1.721009.522,גיבוש יחידתי,,,,5000,
03,7210|721|72|7,1.721003.541,אחזקת מכשירי קשר,,,,100000,
08,7210|721|72|7,1.721008.610,כיבודים,,,,28000,
04,7210|721|72|7,1.721004.680,הוצאות מיוחדות,,,,20000,
07,7210|721|72|7,1.721007.691,מערכות מידע ומחשוב,,,,250000,
09,7210|721|72|7,1.721009.693,מחשוב יחידתי,,,,7000,
04,7210|721|72|7,1.721004.753,דמי איגוד,,,,1000,
08,7210|721|72|7,1.721008.781,אירועים ותרגילים,,,,52000,
01,7210|721|72|7,1.721001.783,השתלמויות מערך החרום,,,,28000,
05,7210|721|72|7,1.721005.932,ציוד וריהוט משרדי,,,,10000,
07,7210|721|72|7,1.721007.934,ציוד תפעולי,,,,7000,
06,7221|722|72|7,1.722106.110,משכורת כוללת,,,,78000,
03,7221|722|72|7,1.722103.124,החזר הוצאות,,,,6000,
05,7221|722|72|7,1.722105.126,הבראה,,,,4000,
06,7221|722|72|7,1.722106.127,השתתפות באחזקת רכב01,,,,27000,
01,7221|722|72|7,1.722101.130,תשלומים מיוחדים,,,,5000,
03,7221|722|72|7,1.722103.181,מיסים וביטוח לאומי,,,,16000,
04,7221|722|72|7,1.722104.182,קופות גמל והשתלמות,,,,18000,
03,7221|722|72|7,1.722103.310,שעות נוספות רשומות,,,,6000,
07,7221|722|72|7,1.722107.411,שכר דירה וועד בית,,,,364000,
04,7221|722|72|7,1.722104.433,ביטוח,,,,38000,
05,7221|722|72|7,1.722105.434,אחזקת בסיסים,,,,137000,
06,7221|722|72|7,1.722106.435,חשמל ואנרגיה,,,,108000,
08,7221|722|72|7,1.722108.461,צרכי משרד,,,,20000,
03,7221|722|72|7,1.722103.610,כבודים למתנדבים,,,,100000,
04,7221|722|72|7,1.722104.693,מחשוב יחידתי,,,,20000,
03,7221|722|72|7,1.722103.781,הוצאות שונות ומטווחים,,,,5000,
04,7221|722|72|7,1.722104.782,ארועים וכנסים,,,,60000,
05,7221|722|72|7,1.722105.783,הוצאות נקיון בבסיסים,,,,10000,
06,7221|722|72|7,1.722106.921,העתקה ומיגון בסיסים,,,,30000,
07,7221|722|72|7,1.722107.922,שיפוץ בסיסים,,,,170000,
09,7221|722|72|7,1.722109.932,ציוד וריהוט משרדי,,,,8000,
09,7231|723|72|7,1.723109.431,מים,,,,255000,
02,7231|723|72|7,1.723102.433,בטוח,,,,43000,
04,7231|723|72|7,1.723104.435,חשמל ואנרגיה,,,,123000,
03,7231|723|72|7,1.723103.531,אחזקת רכב,,,,95000,
04,7231|723|72|7,1.723104.532,בטוח רכב,,,,14000,
06,7231|723|72|7,1.723106.534,דלק ושמן,,,,110000,
02,7231|723|72|7,1.723102.830,השתתפות בהוצאות הג א כלל ארצי,,,,2240000,
01,7232|723|72|7,1.723201.110,משכורת כוללת,,,,400000,
07,7232|723|72|7,1.723207.124,החזר הוצאות,,,,20000,
09,7232|723|72|7,1.723209.126,הבראה,,,,25000,
01,7232|723|72|7,1.723201.127,השתתפות באחזקת רכב07,,,,90000,
05,7232|723|72|7,1.723205.130,תשלומים מיוחדים,,,,149000,
07,7232|723|72|7,1.723207.181,מיסים וביטוח לאומי,,,,87000,
08,7232|723|72|7,1.723208.182,קופות גמל והשתלמות,,,,77000,
07,7232|723|72|7,1.723207.310,שעות  נוספות  רשומות,,,,12000,
02,7232|723|72|7,1.723202.411,שכר דירה,,,,1134000,
09,7232|723|72|7,1.723209.434,תקוני מבנים  מתקנים ואינונטר,,,,13000,
05,7232|723|72|7,1.723205.463,טלפונים,,,,23000,
09,7232|723|72|7,1.723209.531,אחזקת רכב חרום,,,,23000,
02,7232|723|72|7,1.723202.760,בגדי עבודה יחידתיים,,,,7000,
07,7232|723|72|7,1.723207.781,אחזקת ציוד הגא,,,,55000,
08,7232|723|72|7,1.723208.782,ערכות מגן0אחסון וחלוקה,,,,25000,
09,7232|723|72|7,1.723209.783,צביעת מחסנים ומקלטים,,,,50000,
04,7232|723|72|7,1.723204.932,ציוד וריהוט משרדי,,,,5000,
01,7235|723|72|7,1.723501.110,משכורת כוללת,,,,1394000,
07,7235|723|72|7,1.723507.124,החזר הוצאות,,,,89000,
09,7235|723|72|7,1.723509.126,הבראה,,,,96000,
01,7235|723|72|7,1.723501.127,השתתפות באחזקת רכב013,,,,274000,
05,7235|723|72|7,1.723505.130,תשלומים מיוחדים,,,,318000,
07,7235|723|72|7,1.723507.181,מיסים וביטוח לאומי,,,,280000,
08,7235|723|72|7,1.723508.182,קופות גמל והשתלמות,,,,229000,
07,7235|723|72|7,1.723507.310,שעות  נוספות  רשומות,,,,58000,
04,7235|723|72|7,1.723504.340,שעות נוספות מיוחדות,,,,2000,
07,7235|723|72|7,1.723507.781,אחזקת מרכזי בקרה,,,,25000,
08,7235|723|72|7,1.723508.782,אחזקת מקלטים,,,,665000,
09,7235|723|72|7,1.723509.783,מכשירים וכלי עבודה,,,,5000,
04,7236|723|72|7,1.723604.310,שעות נוספות סופה וחרום,,,,210000,
02,7236|723|72|7,1.723602.463,טלפונים,,,,13000,
04,7236|723|72|7,1.723604.781,מל ח0 הצטיידות ואחזקה,,,,67000,
06,7236|723|72|7,1.723606.783,חרום0ארועים בטחוניים,,,,40000,
07,7236|723|72|7,1.723607.784,אחזקת תחנת איסוף חללים,,,,130000,
08,7236|723|72|7,1.723608.785,תחזוקת מע' כריזה בשווקים,,,,25000,
03,7236|723|72|7,1.723603.934,ציוד תפעולי,,,,35000,
05,7238|723|72|7,1.723805.788,סופת חורף,,,,200000,
02,7241|724|72|7,1.724102.110,משכורת כוללת,,,,2200000,
08,7241|724|72|7,1.724108.124,החזר הוצאות,,,,99000,
01,7241|724|72|7,1.724101.126,הבראה,,,,110000,
02,7241|724|72|7,1.724102.127,השתתפות באחזקת רכב014,,,,460000,
06,7241|724|72|7,1.724106.130,תשלומים מיוחדים,,,,580000,
08,7241|724|72|7,1.724108.181,מיסים וביטוח לאומי,,,,812000,
09,7241|724|72|7,1.724109.182,קופות גמל והשתלמות,,,,770000,
08,7241|724|72|7,1.724108.310,שעות נוספות רשומות,,,,2973000,
05,7241|724|72|7,1.724105.340,שעות נוספות מיוחדות,,,,46000,
04,7241|724|72|7,1.724104.412,מיסים ואגרות,,,,4000,
01,7241|724|72|7,1.724101.434,תקוני מבנים מתקנים ואינונטר,,,,210000,
02,7241|724|72|7,1.724102.435,חשמל ואנרגיה,,,,360000,
03,7241|724|72|7,1.724103.436,נקיון,,,,165000,
04,7241|724|72|7,1.724104.461,צרכי משרד,,,,45000,
05,7241|724|72|7,1.724105.462,ספרים ועתונים,,,,10000,
06,7241|724|72|7,1.724106.463,טלפונים,,,,152000,
07,7241|724|72|7,1.724107.464,דאר,,,,3000,
05,7241|724|72|7,1.724105.510,נסיעות ואש ל,,,,1000,
08,7241|724|72|7,1.724108.521,הדרכה וכנסים,,,,15000,
09,7241|724|72|7,1.724109.522,גיבוש יחידתי,,,,46000,
08,7241|724|72|7,1.724108.610,כיבודים,,,,40000,
06,7241|724|72|7,1.724106.682,ארועים מיוחדים,,,,6000,
07,7241|724|72|7,1.724107.683,רשיונות נהיגה,,,,3000,
07,7241|724|72|7,1.724107.691,מערכות מידע ומחשוב,,,,850000,
09,7241|724|72|7,1.724109.693,מחשוב יחידתי,,,,100000,
03,7241|724|72|7,1.724103.760,בגדי עבודה יחידתיים,,,,13000,
08,7241|724|72|7,1.724108.781,הוצאות שונות,,,,40000,
09,7241|724|72|7,1.724109.782,דמי חבר במוסדות בינלאומיים,,,,2000,
01,7241|724|72|7,1.724101.783,כביסת בגדי עבודה יחידתיים,,,,55000,
02,7241|724|72|7,1.724102.784,השתלמויות כבאים ע י נציבות כבאות,,,,130000,
05,7241|724|72|7,1.724105.932,ציוד ורהוט משרדי,,,,10000,
09,7241|724|72|7,1.724109.999,השתת' לנציבות כבאות ארצית,,,,0,
08,7242|724|72|7,1.724208.110,משכורת כוללת,,,,2665000,
05,7242|724|72|7,1.724205.124,החזר הוצאות,,,,153000,
07,7242|724|72|7,1.724207.126,הבראה,,,,173000,
08,7242|724|72|7,1.724208.127,השתתפות באחזקת רכב029,,,,934000,
03,7242|724|72|7,1.724203.130,תשלומים מיוחדים,,,,687000,
05,7242|724|72|7,1.724205.181,מיסים וביטוח לאומי,,,,894000,
06,7242|724|72|7,1.724206.182,קופות גמל והשתלמות,,,,870000,
06,7242|724|72|7,1.724206.230,משימות חולפות 0 1,,,,55000,
05,7242|724|72|7,1.724205.310,שעות נוספות רשומות,,,,2440000,
02,7242|724|72|7,1.724202.340,שעות נוספות מיוחדות,,,,19000,
05,7243|724|72|7,1.724305.110,משכורת כוללת,,,,7050000,
02,7243|724|72|7,1.724302.124,החזר הוצאות,,,,406000,
04,7243|724|72|7,1.724304.126,הבראה,,,,416000,
05,7243|724|72|7,1.724305.127,השתתפות באחזקת רכב085,,,,2030000,
09,7243|724|72|7,1.724309.130,תשלומים מיוחדים,,,,3126000,
08,7243|724|72|7,1.724308.170,סעיף שאינו חוזר,,,,1000,
02,7243|724|72|7,1.724302.181,מיסים וביטוח לאומי,,,,2870000,
03,7243|724|72|7,1.724303.182,קופות גמל והשתלמות,,,,3293000,
02,7243|724|72|7,1.724302.310,שעות נוספות רשומות,,,,9225000,
08,7243|724|72|7,1.724308.340,שעות נוספות מיוחדות,,,,615000,
01,7243|724|72|7,1.724301.431,מים לכבוי דליקות,,,,516000,
04,7243|724|72|7,1.724304.531,אחזקת רכב,,,,755000,
07,7243|724|72|7,1.724307.534,דלק ושמן,,,,450000,
06,7243|724|72|7,1.724306.541,אחזקת מכשירי קשר,,,,90000,
05,7243|724|72|7,1.724305.670,סעיף שאינו חוזר,,,,1162000,
09,7243|724|72|7,1.724309.722,חמרים אחרים,,,,27000,
02,7243|724|72|7,1.724302.781,חדוש ציוד כבוי,,,,230000,
03,7243|724|72|7,1.724303.782,הוצאות קשר מח' כבוי אש,,,,120000,
04,7243|724|72|7,1.724304.783,ביטוח ריזיקו0 ע י הנציבות,,,,240000,
05,7243|724|72|7,1.724305.784,ציוד והוצ' שונות למתנדבים,,,,30000,
06,7243|724|72|7,1.724306.785,תיקוני כלים ומכשירים,,,,200000,
07,7243|724|72|7,1.724307.786,אחזקת ברזי כיבוי אש,,,,0,
01,7243|724|72|7,1.724301.934,מכשירים וכלי עבודה,,,,20000,
07,7311|731|73|7,1.731107.110,משכורת כוללת,,,,1445000,
04,7311|731|73|7,1.731104.124,החזר הוצאות,,,,48000,
06,7311|731|73|7,1.731106.126,הבראה,,,,41000,
07,7311|731|73|7,1.731107.127,השתתפות באחזקת רכב06,,,,147000,
02,7311|731|73|7,1.731102.130,תשלומים מיוחדים,,,,168000,
04,7311|731|73|7,1.731104.181,מיסים וביטוח לאומי,,,,232000,
05,7311|731|73|7,1.731105.182,קופות גמל והשתלמות,,,,105000,
04,7312|731|73|7,1.731204.110,משכורת כוללת,,,,1077000,
01,7312|731|73|7,1.731201.124,החזר הוצאות,,,,57000,
03,7312|731|73|7,1.731203.126,הבראה,,,,49000,
04,7312|731|73|7,1.731204.127,השתתפות באחזקת רכב07,,,,180000,
08,7312|731|73|7,1.731208.130,תשלומים מיוחדים,,,,179000,
01,7312|731|73|7,1.731201.181,מיסים וביטוח לאומי,,,,202000,
02,7312|731|73|7,1.731202.182,קופות גמל והשתלמות,,,,127000,
01,7312|731|73|7,1.731201.310,שעות  נוספות  רשומות,,,,71000,
06,7312|731|73|7,1.731206.412,מיסים ואגרות,,,,6000,
02,7312|731|73|7,1.731202.433,בטוח,,,,630000,
03,7312|731|73|7,1.731203.434,תקוני מבנים  מתקנים ואינונטר,,,,95000,
06,7312|731|73|7,1.731206.437,שמירה,,,,290000,
08,7312|731|73|7,1.731208.439,אחזקת בניני העיריה0השתתפות,,,,3350000,
06,7312|731|73|7,1.731206.461,צרכי משרד,,,,505000,
07,7312|731|73|7,1.731207.462,ספרים ועתונים,,,,35000,
08,7312|731|73|7,1.731208.463,טלפונים,,,,322000,
09,7312|731|73|7,1.731209.464,דאר,,,,155000,
07,7312|731|73|7,1.731207.510,נסיעות ואש ל,,,,17000,
01,7312|731|73|7,1.731201.521,הדרכה וכנסים,,,,270000,
02,7312|731|73|7,1.731202.522,גיבוש יחידתי,,,,34000,
03,7312|731|73|7,1.731203.531,אחזקת רכב,,,,15000,
05,7312|731|73|7,1.731205.533,שכירת רכב ורכב עירוני,,,,205000,
06,7312|731|73|7,1.731206.534,דלק ושמן,,,,80000,
05,7312|731|73|7,1.731205.541,אחזקת מכשירי קשר,,,,226000,
01,7312|731|73|7,1.731201.610,כיבודים,,,,30000,
04,7312|731|73|7,1.731204.670,סעיף שאינו חוזר,,,,50000,
06,7312|731|73|7,1.731206.680,הוצאות   מיוחדות,,,,20000,
09,7312|731|73|7,1.731209.691,מערכות מידע ומחשוב,,,,790000,
02,7312|731|73|7,1.731202.693,מחשוב יחידתי,,,,266000,
04,7312|731|73|7,1.731204.751,אדריכל שילוט,,,,136000,
01,7312|731|73|7,1.731201.781,חוברות ופרסומי מידע למכירה,,,,6000,
02,7312|731|73|7,1.731202.782,שירותי דוור0סמס,,,,10000,
03,7312|731|73|7,1.731203.783,כנס שימור מבנים,,,,20000,
04,7312|731|73|7,1.731204.784,דמי חבר אונסק ו,,,,10000,
07,7312|731|73|7,1.731207.787,שרותים לוועדת בנין עיר,,,,85000,
08,7312|731|73|7,1.731208.788,הדפסת פרוטוקולים וחוברות,,,,87000,
03,7312|731|73|7,1.731203.791,עתודת מהנדס העיר,,,,100000,
07,7312|731|73|7,1.731207.932,ציוד ורהוט משרדי,,,,161000,
09,7312|731|73|7,1.731209.934,מכשירים וכלי עבודה,,,,29000,
07,7314|731|73|7,1.731407.110,משכורת כוללת,,,,68000,
04,7314|731|73|7,1.731404.124,החזר הוצאות,,,,5000,
06,7314|731|73|7,1.731406.126,הבראה,,,,5000,
07,7314|731|73|7,1.731407.127,השתתפות באחזקת רכב 01,,,,16000,
02,7314|731|73|7,1.731402.130,תשלומים מיוחדים,,,,15000,
04,7314|731|73|7,1.731404.181,מיסים וביטוח לאומי,,,,14000,
05,7314|731|73|7,1.731405.182,קופות גמל והשתלמות,,,,9000,
04,7315|731|73|7,1.731504.110,משכורת כוללת,,,,871000,
01,7315|731|73|7,1.731501.124,החזר הוצאות,,,,40000,
03,7315|731|73|7,1.731503.126,הבראה,,,,41000,
04,7315|731|73|7,1.731504.127,השתתפות באחזקת רכב 06,,,,132000,
08,7315|731|73|7,1.731508.130,תשלומים מיוחדים,,,,226000,
01,7315|731|73|7,1.731501.181,מיסים וביטוח לאומי,,,,164000,
02,7315|731|73|7,1.731502.182,קופות גמל והשתלמות,,,,148000,
09,7315|731|73|7,1.731509.691,מערכות מידע ומחשוב,,,,760000,
01,7316|731|73|7,1.731601.110,משכורת כוללת,,,,779000,
07,7316|731|73|7,1.731607.124,החזר הוצאות,,,,19000,
09,7316|731|73|7,1.731609.126,הבראה,,,,15000,
01,7316|731|73|7,1.731601.127,השתתפות באחזקת רכב03,,,,57000,
05,7316|731|73|7,1.731605.130,תשלומים מיוחדים,,,,41000,
07,7316|731|73|7,1.731607.181,מיסים וביטוח לאומי,,,,114000,
08,7316|731|73|7,1.731608.182,קופות גמל והשתלמות,,,,33000,
02,7316|731|73|7,1.731602.411,שכר דירה,,,,378000,
01,7316|731|73|7,1.731601.435,חשמל ואנרגיה,,,,54000,
02,7316|731|73|7,1.731602.436,נקיון,,,,51000,
05,7316|731|73|7,1.731605.463,טלפונים,,,,42000,
01,7316|731|73|7,1.731601.670,סעיף שאינו חוזר,,,,0,
05,7321|732|73|7,1.732105.110,משכורת כוללת,,,,917000,
02,7321|732|73|7,1.732102.124,החזר הוצאות,,,,36000,
04,7321|732|73|7,1.732104.126,הבראה,,,,37000,
05,7321|732|73|7,1.732105.127,השתתפות באחזקת רכב08,,,,138000,
09,7321|732|73|7,1.732109.130,תשלומים מיוחדים,,,,185000,
02,7321|732|73|7,1.732102.181,מיסים וביטוח לאומי,,,,282000,
03,7321|732|73|7,1.732103.182,קופות גמל והשתלמות,,,,158000,
02,7321|732|73|7,1.732102.310,שעות נוספות רשומות,,,,943000,
04,7321|732|73|7,1.732104.531,אחזקת רכב,,,,3000,
06,7321|732|73|7,1.732106.533,שכירת רכב ורכב עירוני,,,,38000,
07,7321|732|73|7,1.732107.534,דלק ושמן,,,,12000,
02,7321|732|73|7,1.732102.610,כיבודים,,,,17000,
05,7321|732|73|7,1.732105.670,סעיף שאינו חוזר,,,,140000,
01,7321|732|73|7,1.732101.691,מערכות מידע ומחשוב,,,,2060000,
03,7321|732|73|7,1.732103.693,מחשוב יחידתי,,,,14000,
