PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
56,6237|623|62|6,1.623756.130,תשלומים מיוחדים,,,,,255592
55,6237|623|62|6,1.623755.170,סעיף שאינו חוזר,,,,,265397
58,6237|623|62|6,1.623758.181,מיסים וביטוח לאומי,,,,,369184
59,6237|623|62|6,1.623759.182,קופות גמל והשתלמות,,,,,26253
02,6241|624|62|6,1.624102.110,משכורת כוללת,,,,,796516
08,6241|624|62|6,1.624108.124,החזר הוצאות,,,,,35636
01,6241|624|62|6,1.624101.126,הבראה,,,,,26285
02,6241|624|62|6,1.624102.127,השתתפות באחזקת רכב 0 5,,,,,79712
06,6241|624|62|6,1.624106.130,תשלומים מיוחדים,,,,,66997
08,6241|624|62|6,1.624108.181,מיסים וביטוח לאומי,,,,,139644
09,6241|624|62|6,1.624109.182,קופות גמל והשתלמות,,,,,137904
09,6241|624|62|6,1.624109.230,משימה חולפת01,,,,,47253
08,6241|624|62|6,1.624108.310,שעות נוספות רשומות,,,,,97953
05,6241|624|62|6,1.624105.340,שעות נוספות מיוחדות,,,,,0
09,6241|624|62|6,1.624109.433,ביטוח,,,,,127070
06,6241|624|62|6,1.624106.439,אחזקת בניני העיריה 0 השתתפות,,,,,277889
04,6241|624|62|6,1.624104.461,צרכי משרד,,,,,
06,6241|624|62|6,1.624106.463,טלפונים,,,,,12470
05,6241|624|62|6,1.624105.510,נסיעות  ואש ל,,,,,278
08,6241|624|62|6,1.624108.521,הדרכה וכנסים,,,,,23687
09,6241|624|62|6,1.624109.522,גיבוש יחידתי,,,,,
03,6241|624|62|6,1.624103.541,אחזקת מכשירי קשר,,,,,21226
08,6241|624|62|6,1.624108.610,כבודים,,,,,7701
02,6241|624|62|6,1.624102.670,סעיף שאינו חוזר,,,,,49693
09,6241|624|62|6,1.624109.693,מחשוב יחידתי,,,,,34823
02,6241|624|62|6,1.624102.751,ייעוץ מקצועי,,,,,276763
03,6241|624|62|6,1.624103.752,התאמות גביה בכרטיסי אשראי,,,,,62640
05,6241|624|62|6,1.624105.754,עבודה בקבלנות,,,,,6500
08,6241|624|62|6,1.624108.781,הוצאות שונות,,,,,998
09,6241|624|62|6,1.624109.782,פיקוח זכויות עובדי קבלן,,,,,236840
01,6241|624|62|6,1.624101.783,חוברת זכויות עובדי קבלן,,,,,
05,6241|624|62|6,1.624105.932,ציוד ורהוט משרדי,,,,,30035
08,6242|624|62|6,1.624208.110,משכורת כוללת,,,,,2331718
05,6242|624|62|6,1.624205.124,החזר הוצאות,,,,,105853
07,6242|624|62|6,1.624207.126,הבראה,,,,,66628
08,6242|624|62|6,1.624208.127,השתתפות באחזקת רכב 0 16,,,,,488001
03,6242|624|62|6,1.624203.130,תשלומים מיוחדים,,,,,236127
05,6242|624|62|6,1.624205.181,מיסים וביטוח לאומי,,,,,398736
06,6242|624|62|6,1.624206.182,קופות גמל והשתלמות,,,,,288139
05,6243|624|62|6,1.624305.110,משכורת כוללת,,,,,375947
02,6243|624|62|6,1.624302.124,החזר הוצאות,,,,,31941
04,6243|624|62|6,1.624304.126,הבראה,,,,,26959
05,6243|624|62|6,1.624305.127,השתתפות באחזקת רכב 0 2,,,,,71180
09,6243|624|62|6,1.624309.130,תשלומים מיוחדים,,,,,56002
08,6243|624|62|6,1.624308.170,סעיף שאינו חוזר,,,,,47059
02,6243|624|62|6,1.624302.181,מיסים וביטוח לאומי,,,,,74544
03,6243|624|62|6,1.624303.182,קופות גמל והשתלמות,,,,,59046
05,6243|624|62|6,1.624305.710,הובלות וסבלות,,,,,16914
02,6244|624|62|6,1.624402.110,משכורת כוללת,,,,,395808
08,6244|624|62|6,1.624408.124,החזר הוצאות,,,,,51263
01,6244|624|62|6,1.624401.126,הבראה,,,,,25675
02,6244|624|62|6,1.624402.127,השתתפות באחזקת רכב 0 4,,,,,90458
06,6244|624|62|6,1.624406.130,תשלומים מיוחדים,,,,,97410
08,6244|624|62|6,1.624408.181,מיסים וביטוח לאומי,,,,,78562
09,6244|624|62|6,1.624409.182,קופות גמל והשתלמות,,,,,63916
08,6245|624|62|6,1.624508.110,משכורת כוללת,,,,,463450
05,6245|624|62|6,1.624505.124,החזר הוצאות,,,,,16201
07,6245|624|62|6,1.624507.126,הבראה,,,,,14319
08,6245|624|62|6,1.624508.127,השתתפות באחזקת רכב 0 3,,,,,81981
03,6245|624|62|6,1.624503.130,תשלומים מיוחדים,,,,,10651
05,6245|624|62|6,1.624505.181,מיסים וביטוח לאומי,,,,,69764
06,6245|624|62|6,1.624506.182,קופות גמל והשתלמות,,,,,70796
05,6246|624|62|6,1.624605.110,משכורת כוללת,,,,,1153100
02,6246|624|62|6,1.624602.124,החזר הוצאות,,,,,61611
04,6246|624|62|6,1.624604.126,הבראה,,,,,55853
05,6246|624|62|6,1.624605.127,השתתפות באחזקת רכב 0 9,,,,,203463
09,6246|624|62|6,1.624609.130,תשלומים מיוחדים,,,,,157888
02,6246|624|62|6,1.624602.181,מיסים וביטוח לאומי,,,,,194948
03,6246|624|62|6,1.624603.182,קופות גמל והשתלמות,,,,,124045
01,6246|624|62|6,1.624601.691,מערכות מידע ומחשוב,,,,,2429028
06,6246|624|62|6,1.624606.752,הדפסת מעטפיות,,,,,16743
02,6246|624|62|6,1.624602.781,הדפסת דוחות כספיים,,,,,7772
02,6247|624|62|6,1.624702.110,משכורת כוללת,,,,,248778
08,6247|624|62|6,1.624708.124,החזר הוצאות,,,,,14261
01,6247|624|62|6,1.624701.126,הבראה,,,,,12706
02,6247|624|62|6,1.624702.127,השתתפות באחזקת רכב 0 1,,,,,45921
06,6247|624|62|6,1.624706.130,תשלומים מיוחדים,,,,,61789
08,6247|624|62|6,1.624708.181,מיסים וביטוח לאומי,,,,,48649
09,6247|624|62|6,1.624709.182,קופות גמל והשתלמות,,,,,36676
08,6248|624|62|6,1.624808.110,משכורת כוללת,,,,,263834
05,6248|624|62|6,1.624805.124,החזר הוצאות,,,,,28037
07,6248|624|62|6,1.624807.126,הבראה,,,,,17775
08,6248|624|62|6,1.624808.127,השתתפות באחזקת רכב 0 3,,,,,65077
03,6248|624|62|6,1.624803.130,תשלומים מיוחדים,,,,,67163
05,6248|624|62|6,1.624805.181,מיסים וביטוח לאומי,,,,,53682
06,6248|624|62|6,1.624806.182,קופות גמל והשתלמות,,,,,36879
05,6249|624|62|6,1.624905.110,משכורת כוללת,,,,,952693
02,6249|624|62|6,1.624902.124,החזר הוצאות,,,,,59278
04,6249|624|62|6,1.624904.126,הבראה,,,,,42660
05,6249|624|62|6,1.624905.127,השתתפות באחזקת רכב 0 7,,,,,212450
09,6249|624|62|6,1.624909.130,תשלומים מיוחדים,,,,,152864
02,6249|624|62|6,1.624902.181,מיסים וביטוח לאומי,,,,,167023
03,6249|624|62|6,1.624903.182,קופות גמל והשתלמות,,,,,112306
03,6250|625|62|6,1.625003.110,משכורת כוללת,,,,,1220125
09,6250|625|62|6,1.625009.124,החזר הוצאות,,,,,43803
02,6250|625|62|6,1.625002.126,הבראה,,,,,31600
03,6250|625|62|6,1.625003.127,השתתפות באחזקת רכב 0 5,,,,,205272
07,6250|625|62|6,1.625007.130,תשלומים מיוחדים,,,,,152262
09,6250|625|62|6,1.625009.181,מיסים וביטוח לאומי,,,,,211649
01,6250|625|62|6,1.625001.182,קופות גמל והשתלמות,,,,,161118
09,6250|625|62|6,1.625009.310,שעות נוספות רשומות,,,,,46697
04,6250|625|62|6,1.625004.411,שכר דירה,,,,,165559
01,6250|625|62|6,1.625001.433,ביטוח,,,,,12610
02,6250|625|62|6,1.625002.434,תקוני מבנים  מתקנים ואינונטר,,,,,1626
03,6250|625|62|6,1.625003.435,חשמל ואנרגיה,,,,,10081
04,6250|625|62|6,1.625004.436,נקיון,,,,,10922
05,6250|625|62|6,1.625005.461,צרכי משרד,,,,,14947
06,6250|625|62|6,1.625006.462,ספרים ועתונים,,,,,2649
07,6250|625|62|6,1.625007.463,טלפונים,,,,,4044
08,6250|625|62|6,1.625008.464,דאר,,,,,0
06,6250|625|62|6,1.625006.510,נסיעות  ואש ל,,,,,2080
09,6250|625|62|6,1.625009.521,הדרכה וכנסים,,,,,8524
01,6250|625|62|6,1.625001.522,גיבוש יחידתי,,,,,0
02,6250|625|62|6,1.625002.531,אחזקת רכב,,,,,0
04,6250|625|62|6,1.625004.533,שכירת רכב ורכב עירוני,,,,,0
05,6250|625|62|6,1.625005.534,דלק ושמן,,,,,0
04,6250|625|62|6,1.625004.541,אחזקת מכשירי קשר,,,,,6974
09,6250|625|62|6,1.625009.610,כבודים,,,,,5718
08,6250|625|62|6,1.625008.691,מערכות מידע ומחשוב,,,,,69972
01,6250|625|62|6,1.625001.693,מחשוב יחידתי,,,,,17243
03,6250|625|62|6,1.625003.751,ייעוץ מקצועי ללשכת התאגידים,,,,,56354
09,6250|625|62|6,1.625009.781,העסקת גו ח,,,,,9597
01,6250|625|62|6,1.625001.782,הכנה והדפסת דו ח החברות השנתי,,,,,0
03,6250|625|62|6,1.625003.784,קשר ומפגשים עם חברות,,,,,2872
05,6250|625|62|6,1.625005.786,אגרת חברות,,,,,1386
06,6250|625|62|6,1.625006.932,ציוד ורהוט משרדי,,,,,1372
03,6281|628|62|6,1.628103.110,משכורת כוללת,,,,,2069356
09,6281|628|62|6,1.628109.124,החזר הוצאות,,,,,147487
02,6281|628|62|6,1.628102.126,הבראה,,,,,109662
03,6281|628|62|6,1.628103.127,השתתפות באחזקת רכב021,,,,,435894
07,6281|628|62|6,1.628107.130,תשלומים מיוחדים,,,,,438214
09,6281|628|62|6,1.628109.181,מיסים וביטוח לאומי,,,,,397953
01,6281|628|62|6,1.628101.182,קופות גמל והשתלמות,,,,,305531
09,6281|628|62|6,1.628109.310,שעות נוספות רשומות,,,,,66196
06,6281|628|62|6,1.628106.340,שעות נוספות מיוחדות,,,,,5473
01,6281|628|62|6,1.628101.433,ביטוח,,,,,61110
02,6281|628|62|6,1.628102.434,תקוני מבנים  מתקנים ואינונטר,,,,,3623
07,6281|628|62|6,1.628107.439,אחזקת בניני העיריה 0 השתתפות,,,,,290884
05,6281|628|62|6,1.628105.461,צרכי משרד,,,,,38034
06,6281|628|62|6,1.628106.462,ספרים ועתונים,,,,,11354
07,6281|628|62|6,1.628107.463,טלפונים,,,,,9199
08,6281|628|62|6,1.628108.464,דאר,,,,,26320
01,6281|628|62|6,1.628101.522,גיבוש יחידתי,,,,,2160
04,6281|628|62|6,1.628104.541,אחזקת מכשירי קשר,,,,,2242
09,6281|628|62|6,1.628109.610,כיבודים,,,,,4318
03,6281|628|62|6,1.628103.670,סעיף שאינו חוזר,,,,,4805
05,6281|628|62|6,1.628105.680,הוצאות מיוחדות,,,,,2946
08,6281|628|62|6,1.628108.691,מערכות מידע ומחשוב,,,,,779688
03,6281|628|62|6,1.628103.751,עבודה בקבלנות,,,,,220000
04,6281|628|62|6,1.628104.752,יעוץ חיצוני מקצועי,,,,,
09,6281|628|62|6,1.628109.781,שאילתות בגין גמלאים,,,,,59999
02,6281|628|62|6,1.628102.783,הפקת תלושי שכר,,,,,2661966
03,6281|628|62|6,1.628103.784,עיבודי שכר נוספים,,,,,115000
05,6281|628|62|6,1.628105.786,משלוח תלושי שכר לגימלאים,,,,,133147
06,6281|628|62|6,1.628106.932,ציוד וריהוט משרדי,,,,,11569
09,6282|628|62|6,1.628209.110,משכורת כוללת,,,,,1200252
06,6282|628|62|6,1.628206.124,החזר הוצאות,,,,,36224
08,6282|628|62|6,1.628208.126,הבראה,,,,,41475
09,6282|628|62|6,1.628209.127,השתתפות באחזקת רכב05,,,,,179429
04,6282|628|62|6,1.628204.130,תשלומים מיוחדים,,,,,298213
06,6282|628|62|6,1.628206.181,מיסים וביטוח לאומי,,,,,277088
07,6282|628|62|6,1.628207.182,קופות גמל והשתלמות,,,,,193824
06,6282|628|62|6,1.628206.310,שעות נוספות רשומות,,,,,347777
08,6282|628|62|6,1.628208.531,אחזקת רכב,,,,,721
01,6282|628|62|6,1.628201.533,שכירת רכב,,,,,86139
02,6282|628|62|6,1.628202.534,דלק ושמן,,,,,25669
07,6310|631|63|6,1.631007.651,עמלה ריבית והוצאות מימון,,,,,1038846
08,6310|631|63|6,1.631008.652,ריבית על קרנות הרשות,,,,,116002188
09,6310|631|63|6,1.631009.653,עמלות בנקאיות בגין תקבולים,,,,,6794357
01,6310|631|63|6,1.631001.654,הוראות קבע בגין תקבולים,,,,,222175
02,6310|631|63|6,1.631002.655,עמלות לחברות אשראי,,,,,7656096
03,6310|631|63|6,1.631003.656,עמלות )בנק ואשראי(0גביה ע י גו ח,,,,,261801
04,6310|631|63|6,1.631004.657,עמלות מימון ותפעול0חסכונות גחלת,,,,,2060748
06,6310|631|63|6,1.631006.659,שיערוך הקרן לחוסכי גחלת,,,,,56548
19,6491|649|64|6,1.649119.991,תשלומים על חשבון קרן,,,,,44760658
11,6491|649|64|6,1.649111.992,תשלומים על חשבון ריבית,,,,,7468943
12,6491|649|64|6,1.649112.993,הצמדה על הקרן,,,,,20437501
13,6491|649|64|6,1.649113.994,הצמדה על הריבית,,,,,1848688
25,6491|649|64|6,1.649125.991,תשלומים על חשבון קרן,,,,,24405620
26,6491|649|64|6,1.649126.992,תשלומים על חשבון ריבית,,,,,8955077
27,6491|649|64|6,1.649127.993,הצמדה על הקרן,,,,,5633074
28,6491|649|64|6,1.649128.994,הצמדה על הריבית,,,,,1756979
31,6491|649|64|6,1.649131.991,תשלומים על חשבון קרן,,,,,837583
32,6491|649|64|6,1.649132.992,תשלומים על חשבון ריבית,,,,,332860
33,6491|649|64|6,1.649133.993,הצמדה על הקרן,,,,,160131
34,6491|649|64|6,1.649134.994,הצמדה על הריבית,,,,,61543
46,6491|649|64|6,1.649146.991,תשלומים על חשבון קרן,,,,,4464714
47,6491|649|64|6,1.649147.992,תשלומים על חשבון ריבית,,,,,6900211
48,6491|649|64|6,1.649148.993,הצמדה על הקרן,,,,,4349469
49,6491|649|64|6,1.649149.994,הצמדה על הריבית,,,,,12836575
22,6492|649|64|6,1.649222.991,תשלומים על חשבון קרן,,,,,4763437
23,6492|649|64|6,1.649223.992,תשלומים על חשבון ריבית,,,,,1279767
24,6492|649|64|6,1.649224.993,הצמדה על הקרן,,,,,1043511
25,6492|649|64|6,1.649225.994,הצמדה על הריבית,,,,,221148
37,6492|649|64|6,1.649237.991,תשלומים על חשבון קרן,,,,,431936
38,6492|649|64|6,1.649238.992,תשלומים על חשבון ריבית,,,,,162705
39,6492|649|64|6,1.649239.993,הצמדה על הקרן,,,,,58622
31,6492|649|64|6,1.649231.994,הצמדה על הריבית,,,,,19801
43,6492|649|64|6,1.649243.991,תשלומים על חשבון קרן,,,,,919578
44,6492|649|64|6,1.649244.992,תשלומים על חשבון ריבית,,,,,329049
45,6492|649|64|6,1.649245.993,הצמדה על הקרן,,,,,200267
46,6492|649|64|6,1.649246.994,הצמדה על הריבית,,,,,68640
58,6492|649|64|6,1.649258.991,תשלומים על חשבון קרן,,,,,518931
59,6492|649|64|6,1.649259.992,תשלומים על חשבון ריבית,,,,,181541
51,6492|649|64|6,1.649251.993,הצמדה על הקרן,,,,,40078
52,6492|649|64|6,1.649252.994,הצמדה על הריבית,,,,,12459
13,6493|649|64|6,1.649313.991,תשלומים על חשבון קרן,,,,,678187
14,6493|649|64|6,1.649314.992,תשלומים על חשבון ריבית,,,,,280222
15,6493|649|64|6,1.649315.993,הצמדה על הקרן,,,,,115744
16,6493|649|64|6,1.649316.994,הצמדה על הריבית,,,,,47256
28,6493|649|64|6,1.649328.991,תשלומים על חשבון קרן,,,,,20662679
29,6493|649|64|6,1.649329.992,תשלומים על חשבון ריבית,,,,,9210531
21,6493|649|64|6,1.649321.993,הצמדה על הקרן,,,,,3009380
22,6493|649|64|6,1.649322.994,הצמדה על הריבית,,,,,1332795
34,6493|649|64|6,1.649334.991,תשלומים על חשבון קרן,,,,,780127
35,6493|649|64|6,1.649335.992,תשלומים על חשבון ריבית,,,,,332092
36,6493|649|64|6,1.649336.993,הצמדה על הקרן,,,,,116866
37,6493|649|64|6,1.649337.994,הצמדה על הריבית,,,,,48579
49,6493|649|64|6,1.649349.991,תשלומים על חשבון קרן,,,,,413673
41,6493|649|64|6,1.649341.992,תשלומים על חשבון ריבית,,,,,180926
42,6493|649|64|6,1.649342.993,הצמדה על הקרן,,,,,48162
43,6493|649|64|6,1.649343.994,הצמדה על הריבית,,,,,21818
55,6493|649|64|6,1.649355.991,תשלומים על חשבון קרן,,,,,5933207
56,6493|649|64|6,1.649356.992,תשלומים על חשבון ריבית,,,,,2249567
57,6493|649|64|6,1.649357.993,הצמדה על הקרן,,,,,1023739
58,6493|649|64|6,1.649358.994,הצמדה על הריבית,,,,,394126
61,6493|649|64|6,1.649361.991,תשלומים על חשבון קרן,,,,,11539502
62,6493|649|64|6,1.649362.992,תשלומים על חשבון ריבית,,,,,5262110
63,6493|649|64|6,1.649363.993,הצמדה על הקרן,,,,,1534687
64,6493|649|64|6,1.649364.994,הצמדה על הריבית,,,,,704604
76,6493|649|64|6,1.649376.991,תשלומים על חשבון קרן,,,,,871202
77,6493|649|64|6,1.649377.992,תשלומים על חשבון ריבית,,,,,347867
78,6493|649|64|6,1.649378.993,הצמדה על הקרן,,,,,95222
79,6493|649|64|6,1.649379.994,הצמדה על הריבית,,,,,37911
82,6493|649|64|6,1.649382.991,תשלומים על חשבון קרן,,,,,3052733
83,6493|649|64|6,1.649383.992,תשלומים על חשבון ריבית,,,,,1136216
19,6494|649|64|6,1.649419.991,תשלומים על חשבון קרן,,,,,15515974
11,6494|649|64|6,1.649411.992,תשלומים על חשבון ריבית,,,,,6070751
12,6494|649|64|6,1.649412.993,הצמדה על הקרן,,,,,2703121
13,6494|649|64|6,1.649413.994,הצמדה על הריבית,,,,,838022
25,6494|649|64|6,1.649425.991,תשלומים על חשבון קרן,,,,,10036137
26,6494|649|64|6,1.649426.992,תשלומים על חשבון ריבית,,,,,4155060
27,6494|649|64|6,1.649427.993,הצמדה על הקרן,,,,,1644530
28,6494|649|64|6,1.649428.994,הצמדה על הריבית,,,,,413020
31,6494|649|64|6,1.649431.991,תשלומים על חשבון קרן,,,,,106893
32,6494|649|64|6,1.649432.992,תשלומים על חשבון ריבית,,,,,42824
33,6494|649|64|6,1.649433.993,הצמדה על הקרן,,,,,14862
34,6494|649|64|6,1.649434.994,הצמדה על הריבית,,,,,5360
46,6494|649|64|6,1.649446.991,תשלומים על חשבון קרן,,,,,903444
47,6494|649|64|6,1.649447.992,תשלומים על חשבון ריבית,,,,,356872
48,6494|649|64|6,1.649448.993,הצמדה על הקרן,,,,,121161
49,6494|649|64|6,1.649449.994,הצמדה על הריבית,,,,,42125
52,6494|649|64|6,1.649452.991,תשלומים על חשבון קרן,,,,,534042
53,6494|649|64|6,1.649453.992,תשלומים על חשבון ריבית,,,,,237740
54,6494|649|64|6,1.649454.993,הצמדה על הקרן,,,,,66128
55,6494|649|64|6,1.649455.994,הצמדה על הריבית,,,,,26313
16,6495|649|64|6,1.649516.991,תשלומים על חשבון קרן,,,,,1254328
17,6495|649|64|6,1.649517.992,תשלומים על חשבון ריבית,,,,,612554
18,6495|649|64|6,1.649518.993,הצמדה על הקרן,,,,,156898
19,6495|649|64|6,1.649519.994,הצמדה על הריבית,,,,,76552
22,6495|649|64|6,1.649522.991,תשלומים על חשבון קרן,,,,,3192206
23,6495|649|64|6,1.649523.992,תשלומים על חשבון ריבית,,,,,550079
24,6495|649|64|6,1.649524.993,הצמדה על הקרן,,,,,508629
25,6495|649|64|6,1.649525.994,הצמדה על הריבית,,,,,96822
37,6495|649|64|6,1.649537.991,תשלומים על חשבון קרן,,,,,215299
38,6495|649|64|6,1.649538.992,תשלומים על חשבון ריבית,,,,,95902
39,6495|649|64|6,1.649539.993,הצמדה על הקרן,,,,,26704
31,6495|649|64|6,1.649531.994,הצמדה על הריבית,,,,,11853
43,6495|649|64|6,1.649543.991,תשלומים על חשבון קרן,,,,,879957
44,6495|649|64|6,1.649544.992,תשלומים על חשבון ריבית,,,,,297982
45,6495|649|64|6,1.649545.993,הצמדה על הקרן,,,,,162655
46,6495|649|64|6,1.649546.994,הצמדה על הריבית,,,,,49291
58,6495|649|64|6,1.649558.991,תשלומים על חשבון קרן,,,,,1427025
59,6495|649|64|6,1.649559.992,תשלומים על חשבון ריבית,,,,,585548
51,6495|649|64|6,1.649551.993,הצמדה על הקרן,,,,,186267
52,6495|649|64|6,1.649552.994,הצמדה על הריבית,,,,,71942
64,6495|649|64|6,1.649564.991,תשלומים על חשבון קרן,,,,,11396519
65,6495|649|64|6,1.649565.992,תשלומים על חשבון ריבית,,,,,5075640
66,6495|649|64|6,1.649566.993,הצמדה על הקרן,,,,,669655
67,6495|649|64|6,1.649567.994,הצמדה על הריבית,,,,,316632
09,7111|711|71|7,1.711109.110,משכורת כוללת,,,,,1151874
06,7111|711|71|7,1.711106.124,החזר הוצאות,,,,,27824
08,7111|711|71|7,1.711108.126,הבראה,,,,,44197
09,7111|711|71|7,1.711109.127,השתתפות באחזקת רכב0 4,,,,,116219
04,7111|711|71|7,1.711104.130,תשלומים  מיוחדים,,,,,773628
06,7111|711|71|7,1.711106.181,מיסים וביטוח לאומי,,,,,274770
07,7111|711|71|7,1.711107.182,קופות גמל והשתלמות,,,,,191117
08,7111|711|71|7,1.711108.531,אחזקת רכב,,,,,3515
01,7111|711|71|7,1.711101.533,שכירת רכב,,,,,38217
02,7111|711|71|7,1.711102.534,דלק ושמן,,,,,24289
06,7112|711|71|7,1.711206.110,משכורת כוללת,,,,,1195704
03,7112|711|71|7,1.711203.124,החזר הוצאות,,,,,94326
05,7112|711|71|7,1.711205.126,הבראה,,,,,78605
06,7112|711|71|7,1.711206.127,השתתפות באחזקת רכב015,,,,,288786
01,7112|711|71|7,1.711201.130,תשלומים מיוחדים,,,,,499187
03,7112|711|71|7,1.711203.181,מיסים וביטוח לאומי,,,,,273031
04,7112|711|71|7,1.711204.182,קופות גמל והשתלמות,,,,,200455
03,7112|711|71|7,1.711203.310,שעות נוספות רשומות,,,,,974572
09,7112|711|71|7,1.711209.340,שעות נוספות מיוחדות,,,,,11512
07,7112|711|71|7,1.711207.411,שכר דירה ודמי חכירה,,,,,446729
08,7112|711|71|7,1.711208.412,מיסים ואגרות,,,,,0
02,7112|711|71|7,1.711202.431,מים,,,,,791397
04,7112|711|71|7,1.711204.433,בטוח,,,,,121250
06,7112|711|71|7,1.711206.435,חשמל ואנרגיה,,,,,506215
08,7112|711|71|7,1.711208.437,שמירה,,,,,1336780
01,7112|711|71|7,1.711201.439,אחזקת בניני העיריה0השתתפות,,,,,382847
08,7112|711|71|7,1.711208.461,צרכי משרד,,,,,218884
09,7112|711|71|7,1.711209.462,ספרים ועתונים,,,,,2574
01,7112|711|71|7,1.711201.463,טלפונים,,,,,221507
02,7112|711|71|7,1.711202.464,דאר,,,,,140139
09,7112|711|71|7,1.711209.510,נסיעות ואש ל,,,,,1570
03,7112|711|71|7,1.711203.521,הדרכה וכנסים,,,,,132989
04,7112|711|71|7,1.711204.522,גיבוש יחידתי,,,,,110074
07,7112|711|71|7,1.711207.541,אחזקת מכשירי קשר,,,,,370466
03,7112|711|71|7,1.711203.610,כיבודים,,,,,81950
09,7112|711|71|7,1.711209.681,הוצאות שונות,,,,,39783
02,7112|711|71|7,1.711202.683,החזר קנסות,,,,,3633
02,7112|711|71|7,1.711202.691,מערכות מידע ומחשוב,,,,,1078125
04,7112|711|71|7,1.711204.693,מחשוב יחידתי,,,,,130553
06,7112|711|71|7,1.711206.784,דמי חבר ורשיונות,,,,,0
03,7113|711|71|7,1.711303.110,משכורת כוללת,,,,,552647
09,7113|711|71|7,1.711309.124,החזר הוצאות,,,,,22779
02,7113|711|71|7,1.711302.126,הבראה,,,,,31995
03,7113|711|71|7,1.711303.127,השתתפות באחזקת רכב 0 4,,,,,98858
07,7113|711|71|7,1.711307.130,תשלומים מיוחדים,,,,,481911
09,7113|711|71|7,1.711309.181,מיסים וביטוח לאומי,,,,,172198
01,7113|711|71|7,1.711301.182,קופות גמל והשתלמות,,,,,130284
09,7113|711|71|7,1.711309.781,פעולות ניקיון מיוחדות,,,,,0
09,7114|711|71|7,1.711409.110,משכורת כוללת,,,,,1684911
06,7114|711|71|7,1.711406.124,החזר הוצאות,,,,,124140
08,7114|711|71|7,1.711408.126,הבראה,,,,,125954
09,7114|711|71|7,1.711409.127,השתתפות באחזקת רכב0 19,,,,,435872
04,7114|711|71|7,1.711404.130,תשלומים מיוחדים,,,,,1476632
06,7114|711|71|7,1.711406.181,מיסים וביטוח לאומי,,,,,505753
07,7114|711|71|7,1.711407.182,קופות גמל והשתלמות,,,,,404940
08,7114|711|71|7,1.711408.434,תקוני מבנים  מתקנים ואינונטר,,,,,203931
09,7114|711|71|7,1.711409.695,תקשורת 0 ציוד והתקנה,,,,,0
03,7114|711|71|7,1.711403.721,אחזקת מכלונים ומכלי 110 0,,,,,149278
01,7114|711|71|7,1.711401.752,אחזקת מכליות ומכולות,,,,,246974
02,7114|711|71|7,1.711402.753,אחזקת כלי אצירה למיחזור,,,,,0
03,7114|711|71|7,1.711403.754,אחזקת טמוני קרקע,,,,,0
06,7114|711|71|7,1.711406.781,ייעוץ וסקרים,,,,,10384
07,7114|711|71|7,1.711407.782,פרויקטים בתחום המיחזור,,,,,63334
03,7114|711|71|7,1.711403.932,ציוד וריהוט משרדי,,,,,128078
05,7114|711|71|7,1.711405.934,רכישת מכשירים וכלי עבודה,,,,,76316
06,7114|711|71|7,1.711406.935,רכישת ציוד בטיחות,,,,,0
09,7114|711|71|7,1.711409.970,סעיף שאינו חוזר,,,,,75639
03,7114|711|71|7,1.711403.981,רכישת מיכלונים,,,,,1563158
07,7114|711|71|7,1.711407.985,רכישת מכולות גג הידראולי,,,,,335335
06,7115|711|71|7,1.711506.110,משכורת כוללת,,,,,368603
03,7115|711|71|7,1.711503.124,החזר הוצאות,,,,,31186
05,7115|711|71|7,1.711505.126,הבראה,,,,,31995
06,7115|711|71|7,1.711506.127,השתתפות באחזקת רכב0 6,,,,,116220
01,7115|711|71|7,1.711501.130,תשלומים מיוחדים,,,,,434519
03,7115|711|71|7,1.711503.181,מיסים וביטוח לאומי,,,,,137638
04,7115|711|71|7,1.711504.182,קופות גמל והשתלמות,,,,,138876
13,7121|712|71|7,1.712113.110,משכורת כוללת,,,,,9860567
19,7121|712|71|7,1.712119.124,החזר הוצאות,,,,,404503
12,7121|712|71|7,1.712112.126,הבראה,,,,,695880
13,7121|712|71|7,1.712113.127,השתתפות באחזקת רכב 0 116,,,,,2225236
17,7121|712|71|7,1.712117.130,תשלומים מיוחדים,,,,,11724613
19,7121|712|71|7,1.712119.181,מיסים וביטוח לאומי,,,,,3129172
11,7121|712|71|7,1.712111.182,קופות גמל והשתלמות,,,,,2598446
12,7121|712|71|7,1.712112.531,אחזקת רכב,,,,,784225
13,7121|712|71|7,1.712113.532,ביטוח רכב,,,,,117600
15,7121|712|71|7,1.712115.534,דלק ושמן,,,,,1058536
28,7121|712|71|7,1.712128.110,משכורת כוללת,,,,,799414
25,7121|712|71|7,1.712125.124,החזר הוצאות,,,,,56474
27,7121|712|71|7,1.712127.126,הבראה,,,,,66861
28,7121|712|71|7,1.712128.127,השתתפות באחזקת רכב014,,,,,172158
23,7121|712|71|7,1.712123.130,תשלומים מיוחדים,,,,,630795
25,7121|712|71|7,1.712125.181,מיסים וביטוח לאומי,,,,,211651
26,7121|712|71|7,1.712126.182,קופות גמל והשתלמות,,,,,183103
34,7121|712|71|7,1.712134.110,משכורת כוללת,,,,,737038
31,7121|712|71|7,1.712131.124,החזר הוצאות,,,,,39882
